,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id,count,decklists
10,01095,3,weyland-consortium,0,"""If some two-cred newsy picks it up, even better. The scum could be in the alleys of Guayaquil of the slums of BosWash. Not to mention off-planet.""",Mauricio Herrera,,Security,,core,95,2,corp,"When you score Posted Bounty, you may forfeit it to give the Runner 1 tag and take 1 bad publicity.",Posted Bounty,"When you score Posted Bounty, you may forfeit it to give the Runner 1 tag and take 1 bad publicity.",Posted Bounty,agenda,False,,,,,3.0,1.0,,weyland-consortium,Posted Bounty,01095,120,574,1423.0,corp,95,243,121
11,01097,3,weyland-consortium,1,"""I believe you'll find the terms are quite favorable.""",Kate Niemczyk,,,,core,97,2,corp,Play only if you scored an agenda this turn. Search R&D for 1 card and add it to HQ. Shuffle R&D.,Aggressive Negotiation,"Play only if you scored an agenda this turn.
Search R&D for 1 card and add it to HQ. Shuffle R&D.",Aggressive Negotiation,operation,False,,1.0,,,,,,weyland-consortium,Aggressive Negotiation,01097,117,859,1234.0,corp,97,43,23
12,01105,3,weyland-consortium,1,"""Jack Weyland built the Beanstalk and transformed the human race forever. I can't wait to see what we're going to do next.""",Ralph Beisner,,Facility,,core,105,2,corp,Install only in the root of HQ. Your maximum hand size is +2.,Research Station,"Install only in the root of HQ.
Your maximum hand size is +2.",Research Station,upgrade,False,,2.0,,,,,3.0,weyland-consortium,Research Station,01105,121,840,1252.0,corp,105,36,24
13,02011,3,haas-bioroid,0,Sometimes employee reviews took a little bit longer than anticipated.,Mauricio Herrera,,Initiative,,wla,11,3,corp,You have 1 additional click to spend each turn.,Mandatory Upgrades,You have 1 additional [click] to spend each turn.,Mandatory Upgrades,agenda,False,,,,,6.0,2.0,,haas-bioroid,Mandatory Upgrades,02011,132,496,1470.0,corp,124,208,96
14,02012,3,haas-bioroid,3,Face your fear.,Tim Durning,,Sentry - Bioroid - AP,,wla,12,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine Do 1 core damage. Subroutine Do 1 core damage. Subroutine Do 1 core damage.,Janus 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.",Janus 1.0,ice,False,,15.0,,8.0,,,,haas-bioroid,Janus 1.0,02012,126,605,1404.0,corp,125,345,197
15,02015,3,jinteki,2,Sometimes uniqueness is overrated.,Mashuri,,Barrier - Psi,,wla,15,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. End the run if you and the Runner spent a different number of credits.",Snowflake,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. End the run if you and the Runner spent a different number of credits.",Snowflake,ice,False,,1.0,,3.0,,,,jinteki,Snowflake,02015,104,797,1281.0,corp,128,145,58
16,02016,3,nbn,0,"""We're gonna need a bigger room.""",Ed Mattinian,,Initiative,,wla,16,3,corp,"click: Trace[2]. If successful, give the Runner 1 tag.",Restructured Datapool,"[click]: Trace[2]. If successful, give the Runner 1 tag.",Restructured Datapool,agenda,False,,,,,5.0,3.0,,nbn,Restructured Datapool,02016,113,733,1320.0,corp,129,159,78
17,02017,3,nbn,1,A collection of cast-off cyberjunk. But it doesn't stay junk for long.,Ed Mattinian,,Barrier,,wla,17,3,corp,"When you rez TMI, Trace[2]. If unsuccessful, derez TMI. Subroutine End the run.",TMI,"When you rez TMI, Trace[2]. If unsuccessful, derez TMI.
[subroutine] End the run.",TMI,ice,False,,3.0,,5.0,,,,nbn,TMI,02017,116,772,1295.0,corp,130,155,74
18,02020,3,neutral-corp,0,Victōs draconēs numquam deride.,Sandara Tang,,Sentry - Tracer,,wla,20,3,corp,"When you rez Draco, you may pay X credits to place X power counters on it. Draco has +1 strength for each power counter on it. Subroutine Trace[2]. If successful, give the Runner 1 tag and end the run.",Draco,"When you rez Dracō, you may pay X[credit] to place X power counters on it.
Dracō has +1 strength for each power counter on it.
[subroutine] Trace[2]. If successful, give the Runner 1 tag and end the run.",Dracō,ice,False,,1.0,,0.0,,,,neutral-corp,Dracō,02020,107,813,1271.0,corp,133,252,125
19,02029,3,haas-bioroid,1,The key to the future lies in the past.,Adam S. Doyle,,,,ta,29,3,corp,The trash cost of all installed cards is increased by 1.,Encryption Protocol,The trash cost of all installed cards is increased by 1.,Encryption Protocol,asset,False,,0.0,,,,,2.0,haas-bioroid,Encryption Protocol,02029,114,491,1472.0,corp,142,177,67
20,02030,3,haas-bioroid,2,,Matt Zeilinger,,Sentry - Bioroid - Tracer,,ta,30,3,corp,"Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trace[4]. If successful, add 1 installed program to the top of the Runner's stack. Subroutine Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.",Sherlock 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.
[subroutine] Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.",Sherlock 1.0,ice,False,,6.0,,5.0,,,,haas-bioroid,Sherlock 1.0,02030,94,839,1253.0,corp,143,30,17
21,02035,3,nbn,1,Looking out for your interests since 1984.,Matt Zeilinger,,Gray Ops,,ta,35,3,corp,Play only if the Runner is tagged. Give the Runner 2 tags.,Big Brother,"Play only if the Runner is tagged.
Give the Runner 2 tags.",Big Brother,operation,False,,0.0,,,,,,nbn,Big Brother,02035,106,641,1378.0,corp,148,51,31
22,02036,3,nbn,2,Clones whisper of ChiLo as a promised land of freedom.,Jonathan Lee,,Region,,ta,36,3,corp,"Whenever there is a successful trace during a run on this server, give the Runner 1 tag. Limit 1 region per server.",ChiLo City Grid,"Whenever there is a successful trace during a run on this server, give the Runner 1 tag.
Limit 1 <strong>region</strong> per server.",ChiLo City Grid,upgrade,False,,3.0,,,,,6.0,nbn,ChiLo City Grid,02036,110,659,1365.0,corp,149,35,16
23,02037,3,weyland-consortium,1,,Howard Schechlman,,,,ta,37,3,corp,"Play only if the Runner made a successful run during their last turn. Trace[2]. If successful, trash 1 installed piece of hardware with an install cost of X or less, where X is equal to the amount by which your trace strength exceeded the Runner's link strength.",Power Grid Overload,"Play only if the Runner made a successful run during their last turn.
Trace[2]. If successful, trash 1 installed piece of hardware with an install cost of X or less, where X is equal to the amount by which your trace strength exceeded the Runner's link strength.",Power Grid Overload,operation,False,,1.0,,,,,,weyland-consortium,Power Grid Overload,02037,124,696,1342.0,corp,150,27,17
24,02038,3,weyland-consortium,1,,Jon Hrubesch,,Region,,ta,38,3,corp,"Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3. Limit 1 region per server.",Amazon Industrial Zone,"Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3.
Limit 1 <strong>region</strong> per server.",Amazon Industrial Zone,upgrade,False,,4.0,,,,,2.0,weyland-consortium,Amazon Industrial Zone,02038,118,818,1267.0,corp,151,106,47
25,02039,3,neutral-corp,0,,JB Casacop,,,,ta,39,3,corp,"When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D. click, hosted agenda counter: Draw 5 cards.",Executive Retreat,"When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D.
[click], <strong>hosted agenda counter:</strong> Draw 5 cards.",Executive Retreat,agenda,False,,,,,5.0,3.0,,neutral-corp,Executive Retreat,02039,99,791,1285.0,corp,152,101,52
26,02040,3,neutral-corp,0,No contract. Just a handshake and a fistful of C-6 high explosives.,RJ Palmer,,Gray Ops,,ta,40,3,corp,Play only if the Runner is tagged. Trash up to 2 resources.,Freelancer,"Play only if the Runner is tagged.
Trash up to 2 resources.",Freelancer,operation,False,,0.0,,,,,,neutral-corp,Freelancer,02040,99,773,1293.0,corp,153,59,39
27,02052,3,haas-bioroid,1,Dont Tread On Me,Bruno Balixa,,Code Gate - Tracer,,ce,52,3,corp,"Subroutine Trace[3]. If successful, the Runner loses click, if able. Subroutine Trace[3]. If successful, end the run.",Viper,"[subroutine] Trace[3]. If successful, the Runner loses [click], if able.
[subroutine] Trace[3]. If successful, end the run.",Viper,ice,False,,3.0,,4.0,,,,haas-bioroid,Viper,02052,102,398,1536.0,corp,165,333,157
28,02053,3,jinteki,2,,Ed Mattinian,,Ambush,,ce,53,3,corp,"When the Runner accesses this asset while it is installed, you may pay 3 credits. If you do, do 1 core damage for each piece of ice protecting this server.",Edge of World,"When the Runner accesses this asset while it is installed, you may pay 3[credit]. If you do, do 1 core damage for each piece of ice protecting this server.",Edge of World,asset,False,,0.0,,,,,0.0,jinteki,Edge of World,02053,121,506,1464.0,corp,166,112,59
29,02058,3,weyland-consortium,1,The Division of Fringe Applications' revenue increased 37% year-over-year after corporate discovered that most of their projects made really fun toys.,Matt Zeilinger,,Transaction,,ce,58,3,corp,Choose a piece of ice. Gain 1 credit for each advancement token on that ice.,Commercialization,Choose a piece of ice. Gain 1[credit] for each advancement token on that ice.,Commercialization,operation,False,,0.0,,,,,,weyland-consortium,Commercialization,02058,115,800,1278.0,corp,171,128,50
30,02059,3,neutral-corp,0,,Mauricio Herrera,,Transaction,,ce,59,3,corp,"Place 14 credits from the bank on Private Contracts when it is rezzed. When there are no credits left on Private Contracts, trash it. click: Take 2 credits from Private Contracts.",Private Contracts,"Place 14[credit] from the bank on Private Contracts when it is rezzed. When there are no credits left on Private Contracts, trash it.
[click]: Take 2[credit] from Private Contracts.",Private Contracts,asset,False,,3.0,,,,,5.0,neutral-corp,Private Contracts,02059,119,686,1348.0,corp,172,202,96
31,02060,3,neutral-corp,0,Three heads. One big headache.,Isuardi Therianto,,Mythic,,ce,60,3,corp,"When you rez Chimera, choose sentry, code gate, or barrier. Chimera gains that subtype until derezzed. When a turn ends, derez Chimera. Subroutine End the run.",Chimera,"When you rez Chimera, choose <strong>sentry</strong>, <strong>code gate</strong>, or <strong>barrier</strong>. Chimera gains that subtype until derezzed.
When a turn ends, derez Chimera.
[subroutine] End the run.",Chimera,ice,False,,2.0,,0.0,,,,neutral-corp,Chimera,02060,129,507,1463.0,corp,173,397,180
32,02071,3,haas-bioroid,2,Time just slips away.,JuanManuel Tumburus,,Code Gate,,asis,71,3,corp,"Subroutine The Runner loses click, if able. Subroutine The Runner loses click, if able. Subroutine The Runner loses click, if able.",Hourglass,"[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.",Hourglass,ice,False,,5.0,,4.0,,,,haas-bioroid,Hourglass,02071,129,710,1336.0,corp,184,42,24
33,02072,3,jinteki,2,"so very still, even
cherry blossoms are not stirred
by the temple bell
-Fuhaku",Emilio Rodriguez,,Facility,,asis,72,3,corp,2 recurring credits Use these credits to rez ice.,Dedicated Server,"2[recurring-credit]
Use these credits to rez ice.",Dedicated Server,asset,False,,3.0,,,,,3.0,jinteki,Dedicated Server,02072,127,861,1233.0,corp,185,35,18
34,02073,3,jinteki,2,,Christina Davis,,Code Gate - Deflector - Psi,,asis,73,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits and this ice is installed, move this ice to the outermost position protecting another server. (The run continues from this new position.)",Bullfrog,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit] or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits and this ice is installed, move this ice to the outermost position protecting another server. <em>(The run continues from this new position.)</em>",Bullfrog,ice,False,,3.0,,4.0,,,,jinteki,Bullfrog,02073,129,872,1226.0,corp,186,69,31
35,02074,3,nbn,2,"Where one thing ends, another begins.",Liiga Smilshkalne,,Sentry - Tracer,,asis,74,3,corp,"Subroutine Trace[4]. If successful, the Runner cannot make another run this turn. Subroutine Trace[4]. If successful, end the run.",Uroboros,"[subroutine] Trace[4]. If successful, the Runner cannot make another run this turn.
[subroutine] Trace[4]. If successful, end the run.",Uroboros,ice,False,,6.0,,4.0,,,,nbn,Uroboros,02074,93,741,1316.0,corp,187,75,42
36,02077,3,weyland-consortium,0,It's really hard to lose a government contract.,Mitchell Malloy,,,,asis,77,3,corp,"click, click: Gain 4 credits.",Government Contracts,"[click], [click]: Gain 4[credit].",Government Contracts,agenda,False,,,,,5.0,3.0,,weyland-consortium,Government Contracts,02077,103,768,1297.0,corp,190,313,150
37,02092,3,haas-bioroid,3,,Sara K. Diesel,,Advertisement,,hs,92,3,corp,"Place 16 credits from the bank on Eve Campaign when it is rezzed. When there are no credits left on Eve Campaign, trash it. When your turn begins, take 2 credits from Eve Campaign.",Eve Campaign,"Place 16[credit] from the bank on Eve Campaign when it is rezzed. When there are no credits left on Eve Campaign, trash it.
When your turn begins, take 2[credit] from Eve Campaign.",Eve Campaign,asset,False,,5.0,,,,,5.0,haas-bioroid,Eve Campaign,02092,132,371,1552.0,corp,205,569,235
38,02096,3,nbn,1,Sniff.,Adam S. Doyle,,Sentry - Tracer - Observer,,hs,96,3,corp,"Subroutine Trace[2]. If successful, look at the top X cards of the stack, where X is equal to the amount by which your trace strength exceeded the Runner's link strength. Trash 1 of those cards and arrange the rest in any order.",Data Hound,"[subroutine] Trace[2]. If successful, look at the top X cards of the stack, where X is equal to the amount by which your trace strength exceeded the Runner's link strength. Trash 1 of those cards and arrange the rest in any order.",Data Hound,ice,False,,1.0,,2.0,,,,nbn,Data Hound,02096,93,880,1213.0,corp,209,46,24
39,02100,3,neutral-corp,0,"""It's kind of like an anagram."" -designer Phoenix",Jen Zee,,,,hs,100,3,corp,"Trace[7]. If successful, trash 1 virtual resource or 1 link.",Foxfire,"Trace[7]. If successful, trash 1 <strong>virtual</strong> resource or 1 <strong>link</strong>.",Foxfire,operation,False,,0.0,,,,,,neutral-corp,Foxfire,02100,122,841,1251.0,corp,213,28,20
40,02111,3,haas-bioroid,3,Known for luxury hoppers and a delectable sauerkraut.,Yoann Boissonnet,,Region,,fp,111,3,corp,"As an additional cost to make a run on this server, the Runner must spend click. Limit 1 region per server.",Ruhr Valley,"As an additional cost to make a run on this server, the Runner must spend [click].
Limit 1 <strong>region</strong> per server.",Ruhr Valley,upgrade,False,,6.0,,,,,4.0,haas-bioroid,Ruhr Valley,02111,125,603,1404.0,corp,224,34,16
41,02113,3,jinteki,3,"""Looks like someone is being naughty…""",RJ Palmer,,Sysop,,fp,113,3,corp,"Whenever the Runner approaches a piece of ice protecting this server, you may swap that ice with 1 piece of ice from HQ. (The new ice is installed unrezzed.) If you do, the Runner may jack out. Use this ability only once per run.",Midori,"Whenever the Runner approaches a piece of ice protecting this server, you may swap that ice with 1 piece of ice from HQ. <em>(The new ice is installed unrezzed.)</em> If you do, the Runner may jack out. Use this ability only once per run.",Midori,upgrade,True,,0.0,,,,,3.0,jinteki,Midori,02113,86,771,1296.0,corp,226,31,21
42,02114,1,nbn,0,*Some restrictions may apply. Scan this card to find out more.,,12.0,Megacorp,40.0,fp,114,3,corp,Your maximum hand size is increased by 1.,NBN: The World is Yours*,Your maximum hand size is increased by 1.,NBN: The World is Yours*,identity,False,,,,,,,,nbn,NBN: The World is Yours*,02114,92,860,1233.0,corp,227,32,32
43,02116,3,nbn,4,,Christina Davis,,,,fp,116,3,corp,"Play only if the Runner stole an agenda during their last turn. Trace[6]. If successful, give the Runner X tags. X is equal to the amount by which your trace strength exceeded their link strength.",Midseason Replacements,"Play only if the Runner stole an agenda during their last turn.
Trace[6]. If successful, give the Runner X tags. X is equal to the amount by which your trace strength exceeded their link strength.",Midseason Replacements,operation,False,,5.0,,,,,,nbn,Midseason Replacements,02116,93,57,1884.0,corp,229,405,225
44,02120,3,neutral-corp,0,There were several ways to win a corporate war. One of them was to bring out the bazookas.,Gong Studios,,Expansion,,fp,120,3,corp,"If you have at least 7 credits when you score Corporate War, gain 7 credits; otherwise, lose all credits in your credit pool.",Corporate War,"If you have at least 7[credit] when you score Corporate War, gain 7[credit]; otherwise, lose all credits in your credit pool.",Corporate War,agenda,False,,,,,4.0,2.0,,neutral-corp,Corporate War,02120,92,870,1227.0,corp,233,229,132
45,03001,1,haas-bioroid,0,The densest information cluster in the galaxy.,Emilio Rodriguez,15.0,Division,45.0,cac,1,3,corp,Your maximum hand size is equal to the number of credits in your credit pool.,Cerebral Imaging: Infinite Frontiers,Your maximum hand size is equal to the number of credits in your credit pool.,Cerebral Imaging: Infinite Frontiers,identity,False,,,,,,,,haas-bioroid,Cerebral Imaging: Infinite Frontiers,03001,85,50,1891.0,corp,234,112,112
46,03002,1,haas-bioroid,0,The Once and Future Android.,Emilio Rodriguez,22.0,Division,45.0,cac,2,3,corp,You cannot include Jinteki cards in this deck.,Custom Biotics: Engineered for Success,You cannot include Jinteki cards in this deck.,Custom Biotics: Engineered for Success,identity,False,,,,,,,,haas-bioroid,Custom Biotics: Engineered for Success,03002,109,822,1266.0,corp,235,51,51
47,03003,1,haas-bioroid,0,,Emilio Rodriguez,12.0,Division,45.0,cac,3,3,corp,"Before taking your first turn, you may install up to 3 pieces of ice, with no more than a single piece of ice per server. Draw until you have 5 cards in HQ.",NEXT Design: Guarding the Net,"Before taking your first turn, you may install up to 3 pieces of ice, with no more than a single piece of ice per server. Draw until you have 5 cards in HQ.",NEXT Design: Guarding the Net,identity,False,,,,,,,,haas-bioroid,NEXT Design: Guarding the Net,03003,105,528,1453.0,corp,236,81,81
48,03004,1,haas-bioroid,0,,Matt Zeilinger,,Initiative,,cac,4,3,corp,"When you score this agenda, you may create a new remote server by installing up to 3 cards from HQ and/or Archives in the root of and/or protecting that server, ignoring all install costs. Limit 1 per deck.",Director Haas' Pet Project,"When you score this agenda, you may create a new remote server by installing up to 3 cards from HQ and/or Archives in the root of and/or protecting that server, ignoring all install costs.
Limit 1 per deck.",Director Haas' Pet Project,agenda,True,,,,,3.0,1.0,,haas-bioroid,Director Haas' Pet Project,03004,127,636,1381.0,corp,237,121,117
49,03005,3,haas-bioroid,0,,Jason Rumpff,,Initiative,,cac,5,3,corp,"Place 3 agenda counters on Efficiency Committee when you score it. click, hosted agenda counter: Gain click click. You cannot advance cards for the remainder of this turn.",Efficiency Committee,"Place 3 agenda counters on Efficiency Committee when you score it.
[click], <strong>hosted agenda counter:</strong> Gain [click][click]. You cannot advance cards for the remainder of this turn.",Efficiency Committee,agenda,False,,,,,4.0,2.0,,haas-bioroid,Efficiency Committee,03005,117,128,1764.0,corp,238,442,190
50,03007,3,haas-bioroid,0,"""Why limit our best assets to our own servers? The enemy doesn't stay passively at home, waiting for us to come to him. Why should we?"" -Director Haas",Ed Mattinian,,Security,,cac,7,3,corp,"Whenever the Runner suffers at least 1 core damage, do 1 net damage.",Sentinel Defense Program,"Whenever the Runner suffers at least 1 core damage, do 1 net damage.",Sentinel Defense Program,agenda,False,,,,,4.0,2.0,,haas-bioroid,Sentinel Defense Program,03007,110,794,1284.0,corp,240,105,45
51,03008,3,haas-bioroid,1,The Alix model was based on a successful hedge fund manager but she had a tendency to burn out. Literally.,Diana Martinez,,Bioroid,,cac,8,3,corp,"Place 1 power counter on Alix T4LB07 whenever you install a card. click,trash: Gain 2 credits for each power counter on Alix T4LB07.",Alix T4LB07,"Place 1 power counter on Alix T4LB07 whenever you install a card.
[click],[trash]: Gain 2[credit] for each power counter on Alix T4LB07.",Alix T4LB07,asset,True,,1.0,,,,,2.0,haas-bioroid,Alix T4LB07,03008,109,787,1287.0,corp,241,44,21
52,03010,3,haas-bioroid,5,,Matt Zeilinger,,Executive,,cac,10,3,corp,"You get +1 allotted click for each of your turns. When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points.",Director Haas,"You get +1 allotted [click] for each of your turns.
When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points.",Director Haas,asset,True,,3.0,,,,,5.0,haas-bioroid,Director Haas,03010,106,572,1425.0,corp,243,51,36
53,03011,3,haas-bioroid,4,,Aaron Firem,,,,cac,11,3,corp,"Haas Arcology AI can be advanced only while unrezzed. click, hosted advancement token: Gain click click. Use this ability only once per turn.",Haas Arcology AI,"Haas Arcology AI can be advanced only while unrezzed.
[click], <strong>hosted advancement token:</strong> Gain [click][click]. Use this ability only once per turn.",Haas Arcology AI,asset,False,,2.0,,,,,1.0,haas-bioroid,Haas Arcology AI,03011,111,664,1363.0,corp,244,50,31
54,03012,3,haas-bioroid,1,"Thomas, the director's son, has been carefully groomed to inherit the corporation since before he was born. His favorite pastime appears to be disappointing his mother.",Matt Zeilinger,,Executive,,cac,12,3,corp,Thomas Haas can be advanced. trash: Gain 2 credits for each advancement token on Thomas Haas.,Thomas Haas,"Thomas Haas can be advanced.
[trash]: Gain 2[credit] for each advancement token on Thomas Haas.",Thomas Haas,asset,True,,1.0,,,,,1.0,haas-bioroid,Thomas Haas,03012,101,798,1281.0,corp,245,88,52
55,03013,3,haas-bioroid,2,,Emilio Rodriguez,,Condition,,cac,13,3,corp,"Rez a piece of bioroid ice, ignoring all costs, and install Bioroid Efficiency Research on that ice as a hosted condition counter with the text ""Trash Bioroid Efficiency Research and derez host ice if all of its subroutines are broken during a single encounter.""",Bioroid Efficiency Research,"Rez a piece of <strong>bioroid</strong> ice, ignoring all costs, and install Bioroid Efficiency Research on that ice as a hosted condition counter with the text ""Trash Bioroid Efficiency Research and derez host ice if all of its subroutines are broken during a single encounter.""",Bioroid Efficiency Research,operation,False,,3.0,,,,,,haas-bioroid,Bioroid Efficiency Research,03013,127,825,1264.0,corp,246,214,90
56,03014,3,haas-bioroid,1,"Success is defined by the safety of data, not the safety of potential intruders.",Irys Ching,,Transaction,,cac,14,3,corp,Play only if the Runner made an unsuccessful run during their last turn. Gain 7 credits.,Successful Demonstration,"Play only if the Runner made an unsuccessful run during their last turn.
Gain 7[credit].",Successful Demonstration,operation,False,,2.0,,,,,,haas-bioroid,Successful Demonstration,03014,136,647,1374.0,corp,247,255,112
57,03015,3,haas-bioroid,3,The realm beyond is still forbidden.,John Derek Murphy,,Barrier - Bioroid - AP,,cac,15,3,corp,Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine Do 1 core damage and end the run. Subroutine End the run.,Heimdall 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage and end the run.
[subroutine] End the run.",Heimdall 2.0,ice,False,,11.0,,7.0,,,,haas-bioroid,Heimdall 2.0,03015,112,655,1368.0,corp,248,400,232
